VNUM	LOCALE_NAME
10099	Burnu 11043 17885
10100	Burnu 10963 16744
10101	Nefrit 10869 16558
10102	Burnu 11664 16779
10103	Yýldýrým 11345 16546
10104	Yýldýrým 11921 16550
10105	Gautama 12263 16811
10106	³ì¸²Áö 8168 15050
10107	DonganOvasý 10629 4767
10109	ÞimþekSýrtý 451 9492
10110	ÞimþekZirvesi 830 9454
10111	AteþSýrtý 1430 9616
10112	BuzDaðý 690 10169
10113	ÞimþekZirvesi 1023 9623
10114	BuzDaðý 303 10113
10115	AteþZirvesi 2117 9447
10116	AteþSýrtý 1720 9499
10117	RüzgarAdasý 1973 10159
10118	AteþZirvesi 2337 9633
10119	KaranlýkSýrtý 2710 9616
10120	RüzgarAdasý 1582 10111
10121	KaranlýkZirve 3393 9454
10122	KaranlýkSýrtý 3012 9500
10123	ToprakÇölü 3069 10174
10124	KaranlýkZirve 3685 9551
10126	Çýkýþ 11622 5809
10127	DonganObasý 10551 4881
10128	Seogançoraðý 12218 4895
10129	NamganYarýðý 12780 4411
10130	Seogançoraðý 12144 5555
10131	Seviye2 9916 6630
10132	Seviye3 9896 6302
10133	Seviye1 9534 6281
10134	Seviye2 9564 6610
10135	Geri 9338 6287
10136	Yilad-Geçidi 303 14147
10137	Namgan-Yarýðý 13184 4735
10138	Çýkýþ
10139	Kuzey-R.U. 1106 15997
10140	Yilad-Geçidi 83 14763
10141	Bekleme-Alaný 401 477
10142	Ruh Sýrtý
10143	Kuzey-R.U. 247 15392
10144	Yilad_Geçidi 122 14498
10145	Ay Gölgesi Vadisi
10146	Hýrs Uçurumu
10147	Ay Gölgesi Vadisi
10148	Hýrs Uçurumu'nu terk et
10149	Hýrs Kapýsý
10150	Hýrs Kalbi
10152	Ýn
10153	Çýk
10201	Çýk
10202	Kuzey-R.Ý. 11590 12181
10203	Kuzey-R.Z. 11323 13499
10204	Çýkýþ
10205	. 70 149
10206	. 295 157
10207	. 190 149
10208	. 70 149
10209	. 650 184
10210	. 476 53
10211	. 70 149
10212	. 80 330
10213	. 351 385
10214	. 81 451
10215	. 70 149
10216	. 707 445
10217	. 351 445
10218	. 70 149
10219	. 215 557
10220	. 698 325
10221	. 70 149
10222	Gizli-Oda 11913 12692
10223	Geri 11553 12697
10224	. 646 65
10225	. 70 149
10501	. 345 361
10502	. 106 547
10503	. 75 368
10504	. 89 746
10505	. 520 352
10506	. 541 45
10507	. 211 109
10508	. 615 49
10509	. 284 705
10510	. 145 310
10511	. 553 285
10512	. 487 274
10513	. 626 291
10514	. 285 569
10515	. 80 303
10516	. 315 238
10517	. 416 272
10518	. 72 498
10519	. 215 495
10520	. 523 415
10521	. 72 498
10522	. 518 480
10523	. 583 379
10524	. 459 558
10601	. 345 361
10602	. 520 352
10603	. 487 274
10604	. 75 368
10605	. 211 109
10606	. 215 495
10607	. 315 238
10608	. 520 352
10609	. 284 705
10610	. 145 310
10611	. 416 272
10612	. 80 303
10613	. 72 498
10614	. 106 547
10615	. 523 415
10616	. 541 45
10617	. 72 121
10618	. 518 480
10619	. 89 746
10620	. 285 569
10621	. 615 49
10622	. 72 498
10623	. 583 379
10624	. 459 558
10625	. 609 553
10626	. 594 338
10701	. 75 368
10702	. 541 45
10703	. 615 49
10704	. 284 705
10705	. 520 352
10706	. 553 285
10707	. 145 310
10708	. 345 361
10709	. 523 415
10710	. 72 498
10711	. 626 291
10712	. 487 274
10713	. 72 498
10714	. 106 547
10715	. 518 480
10716	. 285 569
10717	. 80 303
10718	. 211 109
10719	. 416 272
10720	. 215 495
10721	. 315 238
10722	. 89 746
10723	. 583 379
10724	. 459 558
10725	. 609 553
10726	. 594 338
10801	. 70 581
10802	. 69 664
10803	. 132 660
10804	. 184 566
10805	. 285 567
10806	. 272 636
10807	. 191 667
10808	. 345 563
10809	. 400 570
10810	. 68 806
10811	. 140 811
10812	. 189 722
10813	. 274 722
10814	.233 780
10815	. 318 780
10816	. 273 833
10817	.356 717
10818	.412 712
10819	. 372 776
10820	. 354 840
10821	. 366 817
10822	. 420 841
10823	. 94 846
10824	. 63 864
10825	. 131 866
10826	. 59 920
10827	. 91 940
10828	. 135 919
10829	. 194 870
10830	. 243 862
10831	. 312 861
10832	. 373 893
10833	. 406 880
10834	. 422 935
10835	. 500 807
10901	. 333 358
10902	. 452 116
10903	. 515 415
10904	. 515 480
10905	. 145 305
10906	. 228 238
10907	. 452 116
10908	. 77 500
10909	. 111 550
10910	. 452 116
10911	. 145 305
10912	. 333 358
10913	. 615 50
10914	. 218 110
10915	. 288 708
10916	. 582 385
10917	. 218 110
10918	. 452 116
10919	. 615 50
10920	. 510 480
10921	. 75 435
10922	. 194 614
10923	. 310 237
10924	. 609 553
10931	. 250 425
10932	. 452 116
10933	. 520 415
10934	. 77 370
10935	. 145 305
10936	. 122 678
10937	. 297 175
10938	. 452 116
10939	. 423 266
10940	. 122 678
10941	. 510 480
10942	. 250 425
10943	. 452 116
10944	. 297 175
10945	. 250 425
10946	. 627 290
10947	. 297 175
10948	. 450 116
10949	. 582 385
10950	. 440 705
10951	. 145 305
10952	. 297 175
10953	. 75 435
10954	. 609 553
10961	. 333 358
10962	. 452 116
10963	. 520 415
10964	. 77 370
10965	. 145 305
10966	. 297 175
10967	. 452 116
10968	. 195 615
10969	. 195 615
10970	. 510 480
10971	. 145 305
10972	. 333 358
10973	. 71 435
10974	. 297 175
10975	. 460 560
10976	. 333 358
10977	. 260 175
10978	. 452 116
10979	. 540 45
10980	. 80 295
10981	. 522 414
10982	. 297 175
10983	. 582 385
10984	. 609 553
10985	Lonca Karakolu
11000	Köy Gardiyaný
11001	Savaþ Sorumlusu
11002	Köy Gardiyaný
11003	Savaþ Sorumlusu
11004	Köy Gardiyaný
11005	Savaþ Sorumlusu
11100	Köy Gardiyaný
11101	Savaþ Sorumlusu
11102	Köy Gardiyaný
11103	Savaþ Sorumlusu
11104	Köy Gardiyaný
11105	Savaþ Sorumlusu
11106	Köy Gardiyaný
11107	Savaþ Sorumlusu
11108	Köy Gardiyaný
11109	Savaþ Sorumlusu
11110	Köy Gardiyaný
11111	Savaþ Sorumlusu
11112	Köy Gardiyaný
11113	Savaþ Sorumlusu
11114	Köy Gardiyaný
11115	Savaþ Sorumlusu
11116	Köy Gardiyaný
11117	Savaþ Sorumlusu
11505	Altýn Kurbaða
11506	Fener
11507	Fener
11508	Fener
11509	Fener
11510	Fener
12000	Kamp Ateþi
13000	Tahta Kapý
13001	Taþ Kapý
14000	Atölye
14001	Atölye
14002	Atölye
14003	Atölye
14004	Atölye
14005	Atölye
14006	Atölye
14007	Atölye
14008	Atölye
14009	Atölye
14010	Sunak
14011	Sunak
14012	Sunak
14013	Sunak
14014	Sunak
14015	Sunak
14016	Sunak
14017	Sunak
14018	Sunak
14019	Sunak
14020	Karargah
14021	Karargah
14022	Karargah
14023	Karargah
14024	Karargah
14025	Karargah
14026	Karargah
14027	Karargah
14028	Karargah
14029	Karargah
14030	Eðitim Kampý
14031	Eðitim Kampý
14032	Eðitim Kampý
14033	Eðitim Kampý
14034	Eðitim Kampý
14035	Eðitim Kampý
14036	Eðitim Kampý
14037	Eðitim Kampý
14038	Eðitim Kampý
14039	Eðitim Kampý
14040	Ocak
14041	Ocak
14042	Ocak
14043	Ocak
14044	Ocak
14045	Ocak
14046	Ocak
14047	Ocak
14048	Ocak
14049	Ocak
14050	Ocak
14051	Ocak
14052	Ocak
14053	Ocak
14054	Ocak
14055	Ocak
14086	Ay Iþýðý Fýrýný
20001	Simyacý
20002	Aranyo
20003	Ah-Yu
20004	Dilenci
20005	Yonah
20006	Mirine
20007	Depocu
20008	Octavio
20009	Yaþlý Adam
20010	Seyyar satýcý
20011	Uriel
20012	Yu-Rang
20013	Balýkçý
20014	Taurean
20015	Deokbae
20016	Demirci
20017	Yu-Hwan
20018	Baek-Go
20019	Yang-Shin
20020	Hain Balso
20021	Ariyoung
20022	Huahn-So
20023	Soon
20024	Harang
20025	.
20026	Ji-Ryu
20027	Gillian
20028	Mirinenin Erkek Kardeþi
20029	Midilli
20030	At
20031	Noel Baba
20032	Noel Aðacý
20033	Noel Aðacý
20034	Noel Aðacý
20035	Bayrak
20036	Bayrak
20037	Bayrak
20038	..
20039	.
20040	Emlakçý
20041	Sarhoþ
20042	Seyyar satýcý
20043	.
20044	Silah Ustasý, Stanley
20045	Zýrhçý, Stanton
20046	Kuyumcu, Starbuck
20047	Elmas Damarý
20048	Kehribar Damarý
20049	Fosil Tahta Damarý
20050	Bakýr Damarý
20051	Gümüþ Damarý
20052	Altýn Damarý
20053	Yeþim Damarý
20054	Abanoz Damarý
20055	Midye Yýðýný
20056	Beyaz Altýn Damarý
20057	Kristal Damarý
20058	Kuvars Damarý
20059	Cennetin Gözyaþý Damarý
20060	Elmas Simyacýsý
20061	Kehribar Simyacýsý
20062	Fosil Odun Simyacýsý
20063	Bakýr Simyacýsý
20064	Gümüþ Simyacýsý
20065	Altýn Simyacýsý
20066	Yeþim Simyacýsý
20067	Abanoz Simyacýsý
20068	Ýnci Simyacýsý
20069	Beyaz Altýn Simyacýsý
20070	Kristal Simyacýsý
20071	Ametist Simyacýsý
20072	Cennet Gözyaþý Simyacýsý
20073	Eski Mühür
20074	ÞeytanKulesi SilahUstasý
20075	ÞeytanKulesi Zýrh Ustasý
20076	Þeytan Kulesi Kuyumcusu
20077	Sunak muhafýzý
20078	Sunak muhafýzý
20079	Sunak muhafýzý
20080	Eðitim Rehberi
20081	Çalýntý Geçit Mühürü
20082	Usta
20083	Jegal-Tunseok
20084	Biyolog Chaegirab
20085	Jimjunja
20086	Handu-Up
20087	Wonda-Rim
20088	Shuk-Sal
20089	Pung-Ho
20090	Heuk-Yong
20091	Seon-Pyeong
20092	Hwa-Hee
20093	Koe-Pung
20094	Hong-Hae
20095	Seon-Hae
20096	Dikili taþ
20097	Kale Giriþi
20098	Kale Giriþi
20099	Kale Giriþi
20101	Beyaz At
20102	Kahverengi At
20103	Siyah At
20104	Beyaz At
20105	Kahverengi At
20106	Siyah At
20107	Beyaz At
20108	Kahverengi At
20109	Siyah At
20110	Yaban Domuzu
20111	Kurt
20112	Kaplan
20113	Aslan
20114	white lion
20115	Savaþ Yaban Domuzu
20116	Kýzgýn Kurt
20117	Vahþi Kaplan
20118	Yýrtýcý Aslan
20119	Asil Kara Yaðýz Atý
20120	Ã»ÀÇÀü°©È£
20121	ÁøÀûÀÇÀü°©È£
20122	È²ÀÇÀü°©È£
20123	³ìÀÇÀü°©È£
20124	ÈæÀÇÀü°©È£
20125	¹éÀÇÀü°©È£
20126	Noel Baba
20127	Yýl dönümü flamasý 1
20128	Yýl dönümü flamasý 2
20129	Yýl dönümü flamasý 3
20130	Yýl dönümü flamasý 4
20131	Yýl dönümü flamasý 5
20132	Yýl dönümü flamasý 6
20133	Yýl dönümü flamasý 7
20134	Güneþ flamasý
20135	Noel Flamasý
20138	Ramazan flamasý
20139	Lonca flamasý (eflatun)
20140	Lonca flam. (mavi/yeþil)
20141	Lonca flama (kýr./altýn)
20142	Cadýlar Bayramý Flamasý
20143	Paskalya afiþi
20146	Öbür Dünya Portalý
20147	Ölüm Elçisi
20148	Hae-Tae Bekçisi
20149	Güçlü savaþ atý
20150	G. sav. atý (Lonca üye.)
20151	G. sav. atý (Lonca lid.)
20201	Àü°©¿ø
20202	Àü°©¶û
20203	Àü°©È£
20204	Àü°©»çÀÚ
20205	³­ÆøÇÑ Àü°©¿ø
20206	³­ÆøÇÑ Àü°©¶û
20207	³­ÆøÇÑ Àü°©È£
20208	³­ÆøÇÑ Àü°©»çÀÚ
20209	¿ë¸ÍÇÑ Àü°©¿ø
20210	¿ë¸ÍÇÑ Àü°©¶û
20211	¿ë¸ÍÇÑ Àü°©È£
20212	¿ë¸ÍÇÑ Àü°©»çÀÚ
20213	Àü°©¼ý¼ø·Ï
20214	³­ÆøÇÑ Àü°©¼ý¼ø·Ï
20215	¿ë¸ÍÇÑ Àü°©¼ý¼ø·Ï
20216	Àü°©¾Ï¼ø·Ï
20217	³­ÆøÇÑ Àü°©¾Ï¼ø·Ï
20218	¿ë¸ÍÇÑ Àü°©¾Ï¼ø·Ï
20219	blackpony
20220	Å©¸®½º¸¶½º ¼ø·Ï
20221	Àü°©¹é¿õ
20222	Àü°©ÆÒ´õ
20223	Àü°©¼®·æÀÚ
20224	³­ÆøÇÑ Àü°©¼®·æÀÚ
20225	¿ë¸ÍÇÑ Àü°©¼®·æÀÚ
20226	ÈæÀ¯´ÏÄÜ
20227	¹éÀ¯´ÏÄÜ
20228	Àü°©¸ÍÁ¶
20229	³­ÆøÇÑ Àü°©¸ÍÁ¶
20230	¿ë¸ÍÇÑ Àü°©¸ÍÁ¶
20231	Àü°©Èæ¹ü
20232	Àü°©Ç¥¹ü
20233	Muffin (kahve aksesuar)
20234	Nugget (kahve aksesuar)
20235	Muffin (mavi aksesuar)
20236	Nugget (mavi aksesuar)
20237	Muffin (yeþil aksesuar)
20238	Nugget (yeþil aksesuar)
20239	Þimþek
20240	Gümbürtü
20241	Nugget (lacivert)
20242	Muffin (gül rengi)
20243	Kizaghan'ýn Atý
20244	Nirvana Ejderhasý
20245	Samsara Ejderhasý
20246	Manni
20247	Manu
20248	Kahverengi Dövüþ Tülüsü
20249	Siyah Dövüþ Tülüsü
20250	Lav Cehennemi Keleri
20251	Buz Cehennemi Keleri
20252	Magma ejderi
20253	Appaloosa
20254	Beyaz tavþan
20255	Ay tavþaný
20257	Bernie
20258	Maviþ Barry
20259	Kerberos (altýn)
20260	Kerberos (gümüþ)
20261	Spektral at
20262	At Nokturnat
20263	Gece Kanadý
20264	Karanlýk kanat
20265	Ay gölgesi
20266	Gümüþ yýldýz
20267	Altýn savaþ hayvaný
20268	Gümüþ savaþ hayvaný
20269	Beyaz Sfenks
20270	Taþ Sfenks
20271	Buz kuzgunu
20272	Gece kuzgunu
20273	Beyaz kýþ lamasý
20274	Kahverengi kýþ lamasý
20275	Alastor
20276	Aceleci tavþan (pembe)
20277	Aceleci tavþan (mavi)
20278	Kan Kýrmýzý Kitsune
20279	Buz Mavisi Kitsune
20280	Kýzýl Kar Kurdu
20281	Mavi Kar Kurdu
20282	Ay Iþýðý Deniz Atý
20283	Güneþ Iþýðý Deniz Atý
20284	Kara Gece Kabusu
20285	Altýn Gece Kabusu
20286	Kýþ Fýrtýnasý Ren Geyiði
20287	Kýþ Gecesi Ren Geyiði
20288	Kar Tanesi Yýldýzý
20289	Aceleci tavþan (kýrmýzý)
20290	Aceleci tavþan (siyah)
20291	Lanetli süpürge
20292	Büyülü süpürge
20293	Asil lejyon atý
20294	Karanlýk lejyon atý
20295	Halia
20296	Aquilos
20298	Mavi Klasik Araba
20299	Yeþil Klasik Araba
20300	Bedensel Savaþ Öðretmeni
20301	Zihinsel Savaþ Öðretmeni
20302	Yakýn Dövüþ Öðretmeni
20303	Uzak Dövüþ Öðretmeni
20304	Büyülü Silah Öðretmeni
20305	Kara Büyü Öðretmeni
20306	Ejderha Gücü Öðretmeni
20307	Ýyileþtirme Öðretmeni
20320	Bedensel Savaþ Öðretmeni
20321	Zihinsel Savaþ Öðretmeni
20322	Yakýn Dövüþ Öðretmeni
20323	Uzak Dövüþ Öðretmeni
20324	Büyülü Silah Öðretmeni
20325	Kara Büyü Öðretmeni
20326	Ejderha Gücü Öðretmeni
20327	Ýyileþtirme Öðretmeni
20340	Bedensel Savaþ Öðretmeni
20341	Zihinsel Savaþ Öðretmeni
20342	Yakýn Dövüþ Öðretmeni
20343	Uzak Dövüþ Öðretmeni
20344	Büyülü Silah Öðretmeni
20345	Kara Büyü Öðretmeni
20346	Ejderha Gücü Öðretmeni
20347	Ýyileþtirme Öðretmeni
20348	Þeytan Kulesi Bekçisi
20349	Seyis
20350	Zindan Bekçisi
20351	Salon Bekçisi
20352	Hasun Taþ Anýtý
20353	Seul Rong Taþ Anýtý
20354	Þehir Bekçisi
20355	Yüzbaþý
20356	Ginseng Toplayýcýsý
20357	Weol Anýtý
20358	Ýsimsiz Çiçekler
20359	Eski Kutu ile Kaðýtlar
20360	Wha Anýtý
20361	Su Anýtý
20362	Mok Anýtý
20363	Gum Anýtý
20364	Nakajima
20365	To Anýtý
20366	Sa-Soe
20367	Katakomb Bekçisi
20368	Seyyar satýcý
20369	Lee Chung
20370	Zehirlenen Asker
20371	Eski Mezar Taþý
20372	Aþýnmýþ Taþ Levha
20373	Koruma Görevlisi
20374	Bekçi
20375	Ahþap Barikat
20376	Kim Rim
20377	Yak-Hwan
20378	Amiral Angmur
20379	Yaralý Asker
20380	Yon-I Gezgini
20381	Konfüçyus
20382	Kaya Çiçeði
20383	Jae-Seon Kim
20384	Noel Aðacý
20385	Am-heh Yutaðý
20386	Ýsfet Steli
20387	Kader Kilidi
20388	Ejderha Kapýsý
20389	NoNAme
20390	Taramor Mezar Taþý
20391	Güneþ Bitkisi
20392	Ölü Asker
20393	Yaralý Asker
20394	Ateþ Diyarý Bekçisi
20395	Buz Daðý Muhafýzý
20396	Àû¼ö»ó´Ü ÆÇ¸Å¿ø
20397	Buz Aslaný
20398	Arktos Küpü
20399	Kuzeyli Ejderha Sütunu
20400	Bilge Myonghorang
20401	Koloni Bekçisi
20402	Portal Bekçisi
20403	Amarok
20404	Nagual
20405	Waheela
20406	NoNAme
20407	Fenrir
20408	Tapýnak Bekçisi
20409	Orman Bekçisi
20410	Orman Casusu
20411	Orman Kaþifi
20412	Orman Bekçileri Lideri
20413	Kawuco
20414	Andastra
20415	Portal
20416	Sam Pumpkin
20417	Okey Masasý
20419	Ejderha Bekçisi Dolnarr
20420	Altýn Ejderha Kutusu
20421	Ejderha Bekçisi Jaharr
20422	Ejderha Yumurtasý
20423	Ruh Kristali Simyacýsý
20424	Yakut Simyacýsý
20425	Grena Simyacýsý
20426	Zümrüt Simyacýsý
20427	Safir Simyacýsý
20428	Turmalin Simyacýsý
20429	Savaþ Bölgesi Ustasý
20430	Pasta
20431	Yýl Dönümü Tüccarý
20432	Hidra yumurtasý
20433	Savaþçý heykeli
20434	Gemi direði
20435	Meley'in izi
20436	Dümen
20437	Onarým tahtasý
20438	Keþiþ Milbon
20439	Zi Portalý
20440	Chou Portalý
20441	Yin Portalý
20442	Mao Portalý
20443	Chen Portalý
20444	Si Portalý
20445	Wu Portalý
20446	Wei Portalý
20447	Shen Portalý
20448	Yu Portalý
20449	Xu Portalý
20450	Hai Portalý
20451	Zodyak Tüccarý
20452	Zi Heykeli
20453	Chou Heykeli
20454	Yin Heykeli
20455	Mao Heykeli
20456	Chen Heykeli
20457	Si Heykeli
20458	Wu Heykeli
20459	Wei Heykeli
20460	Shen Heykeli
20461	Yu Heykeli
20462	Xu Heykeli
20463	Hai Heykeli
20464	Top
20465	Zodyak Portalý
20470	Yanýlsama heykeli
20471	Uyanýþ heykeli
20472	Zaman Çatlaðý heykeli
20473	Cephanelik heykeli
20474	Zýrh ustasý heykeli
20475	Kutsal set demircisi
20476	Görkemli set demircisi
20477	Kahraman set demircisi
20478	Soylu set demircisi
20479	Heybetli set demircisi
20480	Ticaret yöneticisi
20481	Ticaret yöneticisi
20482	Enigma ödülü
20483	Enigma Tapýn. (Bonus C)
20484	Enigma Tapýn. (Bonus B)
20485	Enigma Tapýn. (Bonus A)
20486	Lonca Savaþý Bölgesi (D)
20487	Lonca Savaþý Bölgesi (B)
20488	Lonca Savaþý Bölgesi (G)
20489	Lonca Savaþý Bölgesi (K)
20490	Lonca Tüccarý
20491	Lanetli taþ levha
20492	Balathor'un hazinesi
20493	Hwacha
20494	Devasa buz duvarý
20495	Donmuþ ejderha yumurtasý
20496	Donmuþ ejderha yumurtasý
20497	Ateþli ejderha yumurtasý
20498	Antik buz kristali
20499	Hwacha (dönüþmüþ)
20500	Ejderha Yumurtasý
20501	Gaya Sandýðý
20502	Yutnori Masasý
20503	Gaya Tüccarý
20504	Gaya Maðazasý
20505	Yut Çubuklarý
20506	Kralý yakala masasý
20507	Ebedi buz kristali
20510	ZÇ: Sura Ruhu
20511	ZÇ: Am-heh Yutaðý
20512	ZÇ: Taramor mezar taþý
20513	ZÇ: Ýsfet Steli
20514	ZÇ: Kader Kilidi
20515	ZÇ: Ejder Kapýsý
20516	ZÇ: Buz Arslaný
20517	ZÇ: Arktos Küpü
20518	ZÇ: Kuzey ejderi sütunu
20519	ZÇ: Orman Bekçisi
20520	ZÇ: Orman Casusu
20521	ZÇ: Orman Ýzcisi
20522	ZÇ: Orman B. Lideri
20530	TS: Sura Ruhu
20531	TS: Am-heh Yutaðý
20532	TS: Taramor mezar taþý
20533	TS: Ýsfet Steli
20534	TS: Kader Kilidi
20535	TS: Ejder Kapýsý
20536	TS: Buz Arslaný
20537	TS: Arktos Küpü
20538	TS: Kuzey Ejderi Sütunu
20539	TS: Orman Bekçisi
20540	TS: Orman Casusu
20541	TS: Orman Ýzcisi
20542	TS: Orman B. Lideri
20650	Madalya korucusu
20660	Sis jediti simyageri
20661	Güneþ jediti simyageri
20662	Gece jediti simyageri
20663	Duman jediti simyageri
20664	Kobalt Simyacýsý
20702	Enerji Tapýnaðý
20703	Þans Tapýnaðý
20704	Güç Tapýnaðý
20705	Hazine Tapýnaðý
20706	Aydýnlanma Tapýnaðý
20707	Æ÷Å»(°ÝÀüÁö) 385 385
20710	Tedarik kutusu(BR)
20711	Ekipman kutusu(BR)
20712	Elektrik alaný
20713	Ekipman kutusu(BR)
20714	Özel tedarik kutusu(BR)
20798	SungMa Portalý
20799	Çiçekler
20800	Yaralý
20802	Yohara bekçisi
20803	Yohara muhafýzý
20804	Yýlan bekçisi
20805	Kuzey Rüzgarý bekçisi
20806	Ruh Sýrtý bekçisi
20807	Yýlan heykeli
20808	General Kohan
20809	Konfüçyus
20810	Chaegirab
20811	Kim Rim
20812	Amiral Angmur
20813	Kuzey Rüzgarý keþiþi
20814	Kayýýp gözcü
20815	Hayalet bekçi
20822	Dolandýrýcý
20823	Chi Usta
20826	Huahn-So
20828	Deri Ustasý
20829	Yýlan Tapýnaðý demircisi
20830	Ulak Komutan
20831	Yohara komutaný
20832	Amiral Angmur
20833	Bozulmuþ Çiçekler
20834	Sunak
20835	Yazýcý
20836	Baltalý Mýzrak
20837	Çýkýþ
20838	Bölüm 2
20839	Bölüm 3
20840	Dongan obasý
20841	Kelle avcýsý
20842	Tutsak demirci
20844	Yýlan heykeli
20845	Kelle avcýsý. (Zula)
20846	Kelle avcýsý. (Ruh S.)
20847	Kelle avcýsý. (Zula)
20848	Eski kemikler
20849	Taehvarang
20850	Gizemli sunak
20851	Kelle avcýsý. (Se. Ço.)
20852	Kelle avcýsý. (Namg. Y.)
20853	Ay Demircisi Aeris
20856	Hazine Goblini
20857	Devasa define sandýðý
20858	Gizemli Yanký
20859	General Asmir
20860	Kayýp Asker
20861	Yolsuzluk Araþtýrmacýsý
20862	Karanlýk Sunak
20863	Ay Iþýðý Kelle Avcýsý
20864	Lanetli Þövalye
20865	Yaralý Asker
20866	Kadim Sunak
20867	Ejder Ruhu Albira
20868	Ejder Ruhu Albira
20869	Ejder Ruhu Albira
20872	Aamon'un bezeli sandýðý
30000	°³ÀÎ»óÁ¡
30001	°³ÀÎ»óÁ¡
30002	Binbir Gece
30003	Mangal Ustasý
30004	Hazine Avcýsý
30005	Kýsýk Ateþ
30006	Silah Satýcýsý
30007	Zýrh Ticareti
30008	Simyacý
30101	Kud Heykeli
30102	Bazalt Dikilitaþ
30103	Kaplumbaða Kayalýðý
30104	Runik Direði
30111	1. Lanet Kapýsý
30112	2. Lanet Kapýsý
30113	3. Lanet Kapýsý
30114	4. Lanet Kapýsý
30115	5. Lanet Kapýsý
30116	6. Lanet Kapýsý
30117	7. Lanet Kapýsý
30118	8. Lanet Kapýsý
30119	9. Lanet Kapýsý
30120	Bitki Çantasý
30121	Sura Ruhu
30122	Savaþçý Ruhu
30123	Karanlýk Tapýnak
30124	Sura-Ýskeleti 1
30125	Sura-Ýskeleti 2
30126	Sura-Ýskeleti 3
30127	Sura-Ýskeleti 4
30128	Sura-Ýskeleti 5
30129	Paskalya Tavþaný
30130	Mezar Taþý
30131	Bay B.
30132	Bay B.
30301	Ruh Kristali Damarý
30302	Yakut Damarý
30303	Grena Damarý
30304	Zümrüt Damarý
30305	Safir Damarý
30306	Turmalin Maden Damarý
30307	Summer
30308	Posta kutusu
30309	Sis Jeditlisi (Görev)
30310	Güneþ Jeditlisi
30311	Gece Jeditlisi
30312	Duman Jeditlisi
30313	Sis Jeditlisi
30314	Kobalt Damarý
33001	¸ðÇè°¡ÀÇ ÇØ°ñ
33002	Tarihçi
33003	Niyetli Vatandaþ
33004	Niyetli Vatandaþ
33005	Niyetli Vatandaþ
33006	Niyetli Vatandaþ
33007	Niyetli Vatandaþ
33008	Jack Pumpkin
33009	Kan Ritüeli
33010	Kardan Adam
34001	Ateþ Ankasý
34002	Yavru Ren Geyiði
34003	Buz Ankasý
34004	Yavru Azrail
34005	Porki
34006	Rufus
34007	Khan
34008	Leonidas
34009	Yavru Azrail
34010	Bambi
34011	Knuud
34012	Bao Bao
34013	Þiþko Cellatcýk
34014	Þiþko Cellatcýk (altýn)
34015	Boney
34016	Yeþim Ankasý
34017	Kutup Porki
34018	Ayaz Rufus
34019	Arktik Khan
34020	Kar Leonidas
34021	Sheldon
34022	Cooper
34023	Panter yavrusu
34024	Leopar yavrusu
34026	Balkabaðý Kafasý
34027	Küçük Süpürgeci
34028	Kar Tanesi
34029	Çancýk
34030	Cupido
34031	Öfkeli kalp
34032	Kýrmýzý hilal
34033	Mavi hilal
34034	Beyaz Kuzucuk
34035	Mavi Koç
34036	Küçük Ejderha
34037	Küçük Ejderha (Kahraman)
34038	Kurtuluþ Ankasý
34039	Yavru Huashin
34041	Küçük Maymun
34042	Küçük Maymun (Kahraman)
34045	Küçük Örümcek
34046	Küçük Örümcek (Kahraman)
34047	Exedyar yavrusu
34048	Nadir Exedyar yavrusu
34049	Küçük Razadör
34050	Küçük Razadör (Kahraman)
34053	Küçük Nemere
34054	Küçük Nemere (Kahraman)
34055	Bruce
34056	Wayne
34057	Robin
34058	Valentino
34059	Valentinia
34060	Valentino
34061	Valentinia
34062	Ay feneri (turuncu)
34063	Ay feneri (mavi)
34064	Küçük Meley
34065	Küçük Meley
34066	Bonsa
34067	Bayan Jiangshi+
34068	Bay Jiangshi+
34069	Genç Jiangshi
34070	Kýrmýzý Elf
34071	Yeþil Elf
34072	Yardýmcý Elf
34073	Azrailcik
34074	Azrailcik (Kahraman)
34075	Tombik cellatcýk
34076	Tombik cellatcýk (Khrmn)
34077	Öfkeli mini Alastor
34078	Uyanmýþ mini Alastor
34080	Baashido Yavrusu
34081	Baashido yavrusu (khrmn)
34082	Nessie
34083	Nessie (kahraman)
34084	Donni
34085	Frank
34086	Hui
34087	Buh
34088	Grusella
34089	Minidall
34090	Renkli fener
34091	Yeþil fener
34092	Osvald Bey
34093	Cobblepot Bey
34094	Chesterfield Bey
34095	Griffy
34096	Nogaj
34097	Astrabell
34098	Helexna
34099	Chaotika
34100	Lycan Maddäus
34101	Lycaninho
34102	Küçük Catenaccio
34103	K. mavi prlk tavus kuþu
34104	Pembe parlak tavus kuþu
34105	Koyu mavi tavus kuþu
34106	Fýrat Fýndýk
34107	Cezmi Ceviz
34108	Bartu Badem
34109	De-Zooka
34110	Toplu deve
34111	Çöl gemiciði
34112	Havalý böcek+
34113	Havalý böcek
34114	Falcý ateþ kedisi
34115	Falcý buz kedisi
34116	Üç gözlü ateþ kedisi
34117	Cüce Burun+ (kýrmýzý)
34118	Cüce Burun+ (yeþil)
34119	Cüce Burun
34120	Kýrmýzý yavru Huashin
34121	Beyaz yavru Huashin
34122	Bonsai+
34123	+Bonsai+
34124	Küçük ateþ elementeri
34125	Küçük buz elementeri
