Vnum	Name	Type	SubType	Size	AntiFlags	Flags	WearFlags	ImmuneFlags	ShopBuyPrice	ShopSellPrice	RefinedVnum	RefineSet	67AttrMaterial	AlterToMagicItemPercent	LimitType0	LimitValue0	LimitType1	LimitValue1	ApplyType0	ApplyValue0	ApplyType1	ApplyValue1	ApplyType2	ApplyValue2	ApplyType3	ApplyValue3	Value0	Value1	Value2	Value3	Value4	Value5	Value6	Value7	Value8	Value9	Specular	GainSocketPercent	AddonType
19692	zodyak_plaka_zirh2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	145000	19693	363	39080	0	LEVEL	105	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	2	APPLY_RESIST_MAGIC	6	APPLY_MAX_HP	1500	APPLY_NONE	0	0	90	0	25	0	6	0	0	0	0	0	3	0
19693	zodyak_plaka_zirh3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	165000	19694	364	39080	0	LEVEL	105	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	2	APPLY_RESIST_MAGIC	7	APPLY_MAX_HP	1750	APPLY_NONE	0	0	90	0	25	0	9	0	0	0	0	0	3	0
19694	zodyak_plaka_zirh4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	190000	19695	365	39080	0	LEVEL	105	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	2	APPLY_RESIST_MAGIC	9	APPLY_MAX_HP	2000	APPLY_NONE	0	0	90	0	25	0	12	0	0	0	0	30	3	0
19695	zodyak_plaka_zirh5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	220000	19696	366	39080	0	LEVEL	105	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	2	APPLY_RESIST_MAGIC	12	APPLY_MAX_HP	2250	APPLY_NONE	0	0	90	0	25	0	15	0	0	0	0	40	3	0
19696	zodyak_plaka_zirh6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	265000	19697	367	39080	0	LEVEL	105	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	2	APPLY_RESIST_MAGIC	15	APPLY_MAX_HP	2500	APPLY_NONE	0	0	90	0	25	0	18	0	0	0	0	50	3	0
19697	zodyak_plaka_zirh7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	325000	19698	368	39080	0	LEVEL	105	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	3	APPLY_RESIST_MAGIC	18	APPLY_MAX_HP	2750	APPLY_NONE	0	0	90	0	25	0	21	0	0	0	0	65	3	0
19698	zodyak_plaka_zirh8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	405000	19699	369	39080	0	LEVEL	105	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	5	APPLY_RESIST_MAGIC	21	APPLY_MAX_HP	3000	APPLY_NONE	0	0	90	0	25	0	24	0	0	0	0	80	3	0
19699	zodyak_plaka_zirh9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	515000	0	0	39080	0	LEVEL	105	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	7	APPLY_RESIST_MAGIC	25	APPLY_MAX_HP	4000	APPLY_NONE	0	0	90	0	25	0	27	0	0	0	0	100	3	0
19890	zodyak_kiyafeti0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	120000	19891	361	39080	0	LEVEL	105	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	2	APPLY_RESIST_MAGIC	4	APPLY_MAX_HP	1000	APPLY_NONE	0	0	90	0	25	0	0	0	0	0	0	0	3	0
19891	zodyak_kiyafeti1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	130000	19892	362	39080	0	LEVEL	105	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	2	APPLY_RESIST_MAGIC	5	APPLY_MAX_HP	1250	APPLY_NONE	0	0	90	0	25	0	3	0	0	0	0	0	3	0
19892	zodyak_kiyafeti2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	145000	19893	363	39080	0	LEVEL	105	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	2	APPLY_RESIST_MAGIC	6	APPLY_MAX_HP	1500	APPLY_NONE	0	0	90	0	25	0	6	0	0	0	0	0	3	0
19893	zodyak_kiyafeti3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	165000	19894	364	39080	0	LEVEL	105	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	2	APPLY_RESIST_MAGIC	7	APPLY_MAX_HP	1750	APPLY_NONE	0	0	90	0	25	0	9	0	0	0	0	0	3	0
19894	zodyak_kiyafeti4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	190000	19895	365	39080	0	LEVEL	105	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	2	APPLY_RESIST_MAGIC	9	APPLY_MAX_HP	2000	APPLY_NONE	0	0	90	0	25	0	12	0	0	0	0	30	3	0
19895	zodyak_kiyafeti5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	220000	19896	366	39080	0	LEVEL	105	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	2	APPLY_RESIST_MAGIC	12	APPLY_MAX_HP	2250	APPLY_NONE	0	0	90	0	25	0	15	0	0	0	0	40	3	0
19896	zodyak_kiyafeti6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	265000	19897	367	39080	0	LEVEL	105	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	2	APPLY_RESIST_MAGIC	15	APPLY_MAX_HP	2500	APPLY_NONE	0	0	90	0	25	0	18	0	0	0	0	50	3	0
19897	zodyak_kiyafeti7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	325000	19898	368	39080	0	LEVEL	105	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	3	APPLY_RESIST_MAGIC	18	APPLY_MAX_HP	2750	APPLY_NONE	0	0	90	0	25	0	21	0	0	0	0	65	3	0
19898	zodyak_kiyafeti8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	405000	19899	369	39080	0	LEVEL	105	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	5	APPLY_RESIST_MAGIC	21	APPLY_MAX_HP	3000	APPLY_NONE	0	0	90	0	25	0	24	0	0	0	0	80	3	0
19899	zodyak_kiyafeti9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	515000	0	0	39080	0	LEVEL	105	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	7	APPLY_RESIST_MAGIC	25	APPLY_MAX_HP	4000	APPLY_NONE	0	0	90	0	25	0	27	0	0	0	0	100	3	0
20000	seytan_boynuzu_zirhi_0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	120000	20001	601	39076	10	LEVEL	90	LIMIT_NONE	0	APPLY_MOV_SPEED	-15	APPLY_RESIST_MAGIC	4	APPLY_MAX_HP_PCT	1	APPLY_NONE	0	0	120	0	13	0	0	0	0	0	0	0	3	0
20001	seytan_boynuzu_zirhi_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	130000	20002	602	39076	10	LEVEL	92	LIMIT_NONE	0	APPLY_MOV_SPEED	-15	APPLY_RESIST_MAGIC	5	APPLY_MAX_HP_PCT	1	APPLY_NONE	0	0	120	0	13	0	5	0	0	0	0	0	3	0
20002	seytan_boynuzu_zirhi_2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	145000	20003	603	39076	10	LEVEL	94	LIMIT_NONE	0	APPLY_MOV_SPEED	-15	APPLY_RESIST_MAGIC	6	APPLY_MAX_HP_PCT	1	APPLY_NONE	0	0	120	0	13	0	7	0	0	0	0	0	3	0
20003	seytan_boynuzu_zirhi_3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	165000	20004	604	39076	10	LEVEL	96	LIMIT_NONE	0	APPLY_MOV_SPEED	-12	APPLY_RESIST_MAGIC	7	APPLY_MAX_HP_PCT	2	APPLY_NONE	0	0	120	0	13	0	10	0	0	0	0	0	3	0
20004	seytan_boynuzu_zirhi_4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	190000	20005	605	39076	10	LEVEL	98	LIMIT_NONE	0	APPLY_MOV_SPEED	-9	APPLY_RESIST_MAGIC	9	APPLY_MAX_HP_PCT	2	APPLY_NONE	0	0	120	0	13	0	15	0	0	0	0	30	3	0
20005	seytan_boynuzu_zirhi_5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	220000	20006	606	39076	10	LEVEL	100	LIMIT_NONE	0	APPLY_MOV_SPEED	-6	APPLY_RESIST_MAGIC	12	APPLY_MAX_HP_PCT	3	APPLY_NONE	0	0	120	0	13	0	22	0	0	0	0	40	3	0
20006	seytan_boynuzu_zirhi_6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	265000	20007	607	39076	10	LEVEL	102	LIMIT_NONE	0	APPLY_MOV_SPEED	-4	APPLY_RESIST_MAGIC	15	APPLY_MAX_HP_PCT	4	APPLY_NONE	0	0	120	0	13	0	32	0	0	0	0	50	3	0
20007	seytan_boynuzu_zirhi_7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	325000	20008	608	39076	10	LEVEL	104	LIMIT_NONE	0	APPLY_MOV_SPEED	-2	APPLY_RESIST_MAGIC	18	APPLY_MAX_HP_PCT	5	APPLY_NONE	0	0	120	0	13	0	47	0	0	0	0	65	3	0
20008	seytan_boynuzu_zirhi_8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	405000	20009	609	39076	10	LEVEL	104	LIMIT_NONE	0	APPLY_MOV_SPEED	-1	APPLY_RESIST_MAGIC	21	APPLY_MAX_HP_PCT	7	APPLY_NONE	0	0	120	0	13	0	68	0	0	0	0	80	3	0
20009	seytan_boynuzu_zirhi_9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	515000	0	0	39076	10	LEVEL	105	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_RESIST_MAGIC	25	APPLY_MAX_HP_PCT	10	APPLY_NONE	0	0	120	0	13	0	100	0	0	0	0	100	3	0
20250	ejder_suvari_giysisi_0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	120000	20251	601	39076	10	LEVEL	90	LIMIT_NONE	0	APPLY_MOV_SPEED	-15	APPLY_RESIST_MAGIC	4	APPLY_MAX_HP_PCT	1	APPLY_NONE	0	0	120	0	13	0	0	0	0	0	0	0	3	0
20251	ejder_suvari_giysisi_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	130000	20252	602	39076	10	LEVEL	92	LIMIT_NONE	0	APPLY_MOV_SPEED	-15	APPLY_RESIST_MAGIC	5	APPLY_MAX_HP_PCT	1	APPLY_NONE	0	0	120	0	13	0	5	0	0	0	0	0	3	0
20252	ejder_suvari_giysisi_2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	145000	20253	603	39076	10	LEVEL	94	LIMIT_NONE	0	APPLY_MOV_SPEED	-15	APPLY_RESIST_MAGIC	6	APPLY_MAX_HP_PCT	1	APPLY_NONE	0	0	120	0	13	0	7	0	0	0	0	0	3	0
20253	ejder_suvari_giysisi_3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	165000	20254	604	39076	10	LEVEL	96	LIMIT_NONE	0	APPLY_MOV_SPEED	-12	APPLY_RESIST_MAGIC	7	APPLY_MAX_HP_PCT	2	APPLY_NONE	0	0	120	0	13	0	10	0	0	0	0	0	3	0
20254	ejder_suvari_giysisi_4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	190000	20255	605	39076	10	LEVEL	98	LIMIT_NONE	0	APPLY_MOV_SPEED	-9	APPLY_RESIST_MAGIC	9	APPLY_MAX_HP_PCT	2	APPLY_NONE	0	0	120	0	13	0	15	0	0	0	0	30	3	0
20255	ejder_suvari_giysisi_5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	220000	20256	606	39076	10	LEVEL	100	LIMIT_NONE	0	APPLY_MOV_SPEED	-6	APPLY_RESIST_MAGIC	12	APPLY_MAX_HP_PCT	3	APPLY_NONE	0	0	120	0	13	0	22	0	0	0	0	40	3	0
20256	ejder_suvari_giysisi_6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	265000	20257	607	39076	10	LEVEL	102	LIMIT_NONE	0	APPLY_MOV_SPEED	-4	APPLY_RESIST_MAGIC	15	APPLY_MAX_HP_PCT	4	APPLY_NONE	0	0	120	0	13	0	32	0	0	0	0	50	3	0
20257	ejder_suvari_giysisi_7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	325000	20258	608	39076	10	LEVEL	104	LIMIT_NONE	0	APPLY_MOV_SPEED	-2	APPLY_RESIST_MAGIC	18	APPLY_MAX_HP_PCT	5	APPLY_NONE	0	0	120	0	13	0	47	0	0	0	0	65	3	0
20258	ejder_suvari_giysisi_8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	405000	20259	609	39076	10	LEVEL	104	LIMIT_NONE	0	APPLY_MOV_SPEED	-1	APPLY_RESIST_MAGIC	21	APPLY_MAX_HP_PCT	7	APPLY_NONE	0	0	120	0	13	0	68	0	0	0	0	80	3	0
20259	ejder_suvari_giysisi_9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	515000	0	0	39076	10	LEVEL	105	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_RESIST_MAGIC	25	APPLY_MAX_HP_PCT	10	APPLY_NONE	0	0	120	0	13	0	100	0	0	0	0	100	3	0
20500	kemik_plaka_zirh_0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	120000	20501	601	39076	10	LEVEL	90	LIMIT_NONE	0	APPLY_MOV_SPEED	-15	APPLY_RESIST_MAGIC	4	APPLY_MAX_HP_PCT	1	APPLY_NONE	0	0	120	0	13	0	0	0	0	0	0	0	3	0
20501	kemik_plaka_zirh_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	130000	20502	602	39076	10	LEVEL	92	LIMIT_NONE	0	APPLY_MOV_SPEED	-15	APPLY_RESIST_MAGIC	5	APPLY_MAX_HP_PCT	1	APPLY_NONE	0	0	120	0	13	0	5	0	0	0	0	0	3	0
20502	kemik_plaka_zirh_2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	145000	20503	603	39076	10	LEVEL	94	LIMIT_NONE	0	APPLY_MOV_SPEED	-15	APPLY_RESIST_MAGIC	6	APPLY_MAX_HP_PCT	1	APPLY_NONE	0	0	120	0	13	0	7	0	0	0	0	0	3	0
20503	kemik_plaka_zirh_3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	165000	20504	604	39076	10	LEVEL	96	LIMIT_NONE	0	APPLY_MOV_SPEED	-12	APPLY_RESIST_MAGIC	7	APPLY_MAX_HP_PCT	2	APPLY_NONE	0	0	120	0	13	0	10	0	0	0	0	0	3	0
20504	kemik_plaka_zirh_4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	190000	20505	605	39076	10	LEVEL	98	LIMIT_NONE	0	APPLY_MOV_SPEED	-9	APPLY_RESIST_MAGIC	9	APPLY_MAX_HP_PCT	2	APPLY_NONE	0	0	120	0	13	0	15	0	0	0	0	30	3	0
20505	kemik_plaka_zirh_5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	220000	20506	606	39076	10	LEVEL	100	LIMIT_NONE	0	APPLY_MOV_SPEED	-6	APPLY_RESIST_MAGIC	12	APPLY_MAX_HP_PCT	3	APPLY_NONE	0	0	120	0	13	0	22	0	0	0	0	40	3	0
20506	kemik_plaka_zirh_6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	265000	20507	607	39076	10	LEVEL	102	LIMIT_NONE	0	APPLY_MOV_SPEED	-4	APPLY_RESIST_MAGIC	15	APPLY_MAX_HP_PCT	4	APPLY_NONE	0	0	120	0	13	0	32	0	0	0	0	50	3	0
20507	kemik_plaka_zirh_7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	325000	20508	608	39076	10	LEVEL	104	LIMIT_NONE	0	APPLY_MOV_SPEED	-2	APPLY_RESIST_MAGIC	18	APPLY_MAX_HP_PCT	5	APPLY_NONE	0	0	120	0	13	0	47	0	0	0	0	65	3	0
20508	kemik_plaka_zirh_8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	405000	20509	609	39076	10	LEVEL	104	LIMIT_NONE	0	APPLY_MOV_SPEED	-1	APPLY_RESIST_MAGIC	21	APPLY_MAX_HP_PCT	7	APPLY_NONE	0	0	120	0	13	0	68	0	0	0	0	80	3	0
20509	kemik_plaka_zirh_9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	515000	0	0	39076	10	LEVEL	105	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_RESIST_MAGIC	25	APPLY_MAX_HP_PCT	10	APPLY_NONE	0	0	120	0	13	0	100	0	0	0	0	100	3	0
20750	altin_giysi_0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	120000	20751	601	39076	10	LEVEL	90	LIMIT_NONE	0	APPLY_MOV_SPEED	-15	APPLY_RESIST_MAGIC	4	APPLY_MAX_HP_PCT	1	APPLY_NONE	0	0	120	0	13	0	0	0	0	0	0	0	3	0
20751	altin_giysi_1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	130000	20752	602	39076	10	LEVEL	92	LIMIT_NONE	0	APPLY_MOV_SPEED	-15	APPLY_RESIST_MAGIC	5	APPLY_MAX_HP_PCT	1	APPLY_NONE	0	0	120	0	13	0	5	0	0	0	0	0	3	0
20752	altin_giysi_2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	145000	20753	603	39076	10	LEVEL	94	LIMIT_NONE	0	APPLY_MOV_SPEED	-15	APPLY_RESIST_MAGIC	6	APPLY_MAX_HP_PCT	1	APPLY_NONE	0	0	120	0	13	0	7	0	0	0	0	0	3	0
20753	altin_giysi_3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	165000	20754	604	39076	10	LEVEL	96	LIMIT_NONE	0	APPLY_MOV_SPEED	-12	APPLY_RESIST_MAGIC	7	APPLY_MAX_HP_PCT	2	APPLY_NONE	0	0	120	0	13	0	10	0	0	0	0	0	3	0
20754	altin_giysi_4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	190000	20755	605	39076	10	LEVEL	98	LIMIT_NONE	0	APPLY_MOV_SPEED	-9	APPLY_RESIST_MAGIC	9	APPLY_MAX_HP_PCT	2	APPLY_NONE	0	0	120	0	13	0	15	0	0	0	0	30	3	0
20755	altin_giysi_5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	220000	20756	606	39076	10	LEVEL	100	LIMIT_NONE	0	APPLY_MOV_SPEED	-6	APPLY_RESIST_MAGIC	12	APPLY_MAX_HP_PCT	3	APPLY_NONE	0	0	120	0	13	0	22	0	0	0	0	40	3	0
20756	altin_giysi_6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	265000	20757	607	39076	10	LEVEL	102	LIMIT_NONE	0	APPLY_MOV_SPEED	-4	APPLY_RESIST_MAGIC	15	APPLY_MAX_HP_PCT	4	APPLY_NONE	0	0	120	0	13	0	32	0	0	0	0	50	3	0
20757	altin_giysi_7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	325000	20758	608	39076	10	LEVEL	104	LIMIT_NONE	0	APPLY_MOV_SPEED	-2	APPLY_RESIST_MAGIC	18	APPLY_MAX_HP_PCT	5	APPLY_NONE	0	0	120	0	13	0	47	0	0	0	0	65	3	0
20758	altin_giysi_8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	120000	405000	20759	609	39076	10	LEVEL	104	LIMIT_NONE	0	APPLY_MOV_SPEED	-1	APPLY_RESIST_MAGIC	21	APPLY_MAX_HP_PCT	7	APPLY_NONE	0	0	120	0	13	0	68	0	0	0	0	80	3	0
